epoch,train_loss,val_loss
1,329.88411305745444,321.301950192919
2,273.99265841529484,232.31763802322686
3,214.51729645502,175.7666202619964
4,165.49017595563615,132.1615654440487
5,140.12920187087286,115.67112481360341
6,102.00918855212984,84.09331190819834
7,75.19242748987106,55.24641255771412
8,57.463777642023,93.06128370995616
9,53.323205884297685,40.312225379195866
10,43.450481069655645,42.568259828230914
11,40.87587187857855,34.95453694287468
12,37.91543347494943,33.206808623145605
13,31.840969503493536,47.66197135401707
14,30.58018778619312,32.70584798326679
15,27.92309608005342,28.46793200922947
16,26.411032931009927,27.434599483714383
17,23.229865015120733,25.866584067251168
18,22.183501155035838,18.941963597839955
19,21.365500724883308,17.583839313656675
20,19.87050958815075,33.74221381019144
21,15.184996014549618,15.169353475757674
22,16.861441889263336,16.151480254004984
23,15.43925617535909,13.685189092860503
24,15.705886328788031,19.70585557526233
25,17.974110535212926,12.563693434584374
26,14.403030069669088,11.75073642356723
27,14.731893831207639,15.439980796739167
28,14.029683393523806,18.060649820402556
29,16.59948539960952,13.660493465030894
30,14.735754459244864,16.384847706439448
31,11.919621136074975,15.803641038782457
32,14.546427482650394,18.065192213245467
33,13.097881503332228,12.390750368436178
34,10.619909703163874,14.75623426250383
35,11.370175606863839,9.376381616966396
36,10.461049767902919,11.837198187323178
37,12.78021403607868,11.419591768115174
38,10.330715839068095,10.729037911284204
39,10.161307262239003,11.534064559375539
40,12.88230814593179,18.342998270894967
41,12.881321049871898,10.711392388624304
42,9.790384710402716,14.032519279741773
43,10.6321443376087,12.99830332924338
44,12.05681957290286,22.86027213638904
45,11.317970689137777,11.687173609640084
46,11.159357911064511,11.71888918502658
47,9.00572723434085,9.025506575902304
48,11.672062412897747,12.906883889553594
49,9.370111115773518,10.214875081006218
50,10.307713951383318,10.179708868849511
51,8.685012194088527,16.960938799615
52,11.897921638829368,9.647651564841176
53,10.08416754972367,26.917501496333703
54,10.703910263379415,8.9444258703905
55,7.854422144662767,15.352673324884153
56,7.722232837904067,9.819339855044495
57,10.086817913396018,10.005470750378628
58,9.273813109170822,11.805079170301848
59,8.327871111461095,11.081575545610166
60,9.179117197082157,14.592593828837076
61,9.980235768499828,12.622578803230734
62,8.650804902258374,10.630939736085779
63,9.422995793251765,14.923077936265983
64,11.216330578213647,12.837026226754283
65,8.729731278760093,9.707419540367875
66,8.044377668130965,11.958773187562532
67,8.84916848001026,10.644609339096966
68,8.041681175004868,9.8987677377813
69,8.054669094085693,10.082167326235304
70,7.303618506590525,8.378022736194087
71,10.972150903656368,11.583143374499153
72,7.123035801024664,7.324682712554932
73,7.8524456308001565,7.985791685534458
74,7.922888929503305,11.650682650360407
75,8.440415727524531,8.276452868592505
76,7.838731324105035,7.8964630786110375
77,8.59293041740145,8.416014439919415
78,7.542531165054866,15.219796133976356
79,7.573430068719954,9.645022428503223
80,9.449996710958935,13.513698708777333
81,6.523045022714705,6.666296767253502
82,7.447559697855087,8.95533348532284
83,6.975229207106999,9.05509441506629
84,7.526635730550403,6.611989430352753
85,5.578109999497731,7.711920808343327
86,9.241369553974696,7.973203327141556
87,7.438687602678935,8.43003862511878
88,7.384024151733944,9.279912714864693
89,6.765030504408337,6.2673842462838865
90,6.94018779084796,8.503430516112084
91,7.663567020779564,9.980208495083977
92,5.445816778001332,6.562211434046428
93,6.227870030630203,8.386845612058453
94,4.9645996857257115,6.6374357401155955
95,5.611952754997072,10.422906969107833
96,6.686572750977107,13.212652818829406
97,5.309049651736305,8.025425536959778
98,6.749994806448618,8.731541292340149
99,6.403622770309449,6.516729039304397
100,5.420142564887092,9.028363945437412
101,6.94047738143376,5.655393305946799
102,5.480169665813446,6.840869187139997
103,5.919028186798096,6.381014276953304
104,5.219444688161214,13.333664739833159
105,6.097549943696885,7.820145478435591
106,4.558629474185762,5.2855532519957595
107,5.310504250867027,13.451720214357563
108,6.1918671806653345,5.6766471301808075
109,4.815597100484939,8.943763824070201
110,7.808885720797948,12.183562073053098
111,5.456414783000946,5.330243832924786
112,3.696666251477741,5.773817754259296
113,4.437839275882357,6.5572146527907424
114,4.674528351284208,4.836671722870247
115,5.696141480831873,5.828816682684655
116,4.758319522085644,9.090995165647245
117,4.857394028277624,4.759817313914206
118,3.587621247200739,5.78302552653294
119,3.7668263662429085,4.454824913950527
120,3.918634937206904,5.847197415781956
121,3.882903231893267,5.420950059797249
122,4.320230133192879,8.013889841004914
123,4.255503731682187,5.508951867327971
124,3.4738108498709543,5.322592190667694
