epoch,train_loss,val_loss
125,4.2780256504104255,4.03637108148313
126,3.688983494894845,5.692476962126937
127,5.157007042566935,7.038904349009196
128,4.298533470857711,4.8711346037247605
129,4.386536257891428,4.257271240739262
130,2.82490032968067,4.852297013881159
131,3.2797942916552225,5.190298945296044
132,3.2429782515480405,3.922103239040749
133,4.878832639399029,6.183767800237618
134,3.4202755703812553,4.139571012235155
135,3.0815641877197084,4.175978377753613
136,3.326535685289474,5.2645040212893015
137,3.7243205331620715,4.667965471744537
138,3.5323331304958887,5.77280094576817
139,3.779408799750464,5.377689951775121
140,4.180586738245828,3.986946461247463
141,3.452201540129525,4.638422374631844
142,2.7042405429340546,3.9690757148406086
143,3.121316993804205,5.6595832950928635
144,3.038464942432585,5.830477917895598
145,3.93019595458394,5.178936293312147
146,3.7756420566922144,5.337309809292064
147,2.689914248387019,5.032796560549269
148,2.887174511239642,3.73976462728837
149,3.4690011904353186,6.703061426387114
150,3.2365033785502115,3.599882379466412
151,3.4762964384896415,5.052144020211463
152,2.43800641809191,4.555718696584888
153,3.8137777317137944,4.855101890423718
154,3.004328648249308,5.089420412100997
155,2.73196040562221,5.598685640914767
156,3.444575209277017,3.997757709493824
157,3.2426245416913715,5.304553109056809
158,2.7185214967954727,4.13173955562068
159,3.320716137829281,6.008521624639923
160,3.476366435629981,4.974921179752724
161,3.2278711179892223,3.8809439125014284
162,3.480308488153276,5.11801707277111
163,2.4533525742235636,4.484363835231931
164,2.714443838596344,5.335553891518536
165,2.7573752871581485,5.010976195335388
166,3.159763752846491,4.049937086946824
167,2.398303041287831,5.238177398840587
168,3.7328969756762187,7.998685140235751
169,3.438916960784367,4.479164442595313
170,2.615874145996003,3.9577789143020032
171,2.390034629333587,4.220686942923303
172,2.6233090548288254,4.175879370932486
173,3.327643845194862,4.427428558760998
174,2.685283323980513,6.128333601297117
175,4.922623666127523,8.193663496597141
176,3.0097547028745923,3.999883684457517
177,2.5725483942599525,3.876035781467662
178,2.763436287925357,4.122730201365901
179,2.8256658542723883,4.005824279551413
180,2.967192371402468,4.926696010664398
181,2.6305106832867575,3.8080624762703392
182,2.8662340958913166,5.061296986598594
183,2.4471585455394926,3.522011950904248
184,2.2337146123250324,5.986751565746233
185,2.868708531061808,6.310347891321369
186,2.655056950308028,3.4314457692351996
187,2.8675462629113877,5.0808999444924146
188,3.060583086524691,5.495357387206134
189,3.4432320152010236,4.257885603343739
190,3.7498143196105955,5.470589170268938
191,2.499098461866379,4.184484710880354
192,2.8178982405435473,4.432759637926139
193,2.0259185004801976,3.7949939796737597
194,2.333496318828492,4.726487900696549
195,2.9242370307445524,3.7325294765771604
196,2.0259834461268924,4.420457458963581
197,3.2498793102446055,6.103398666662328
198,2.8364552143074215,4.646380793814566
199,2.3479348046439035,3.5701612023746265
200,3.742646623225439,3.6583484761855183
201,2.451335189739863,4.025778616175932
202,2.2608622142246793,4.724203787597955
203,2.240192685382707,7.205755292200575
204,2.484156113011496,3.3726316889127097
205,2.3610382698831103,4.0675515935701485
206,2.2020709954556965,3.6428901821959254
207,3.6050419330596926,4.415639758110046
208,2.7194037922791074,4.029906244838939
209,1.9863491793473562,3.730839829818875
210,1.7744346195743197,3.7887517178759857
211,2.5202303937503268,3.2700531459322164
212,2.2820183024519967,5.05771525700887
213,3.241873512381599,4.234561744858237
214,2.486088981798717,4.033739384482889
215,2.2267149297964006,3.8482313880733416
216,2.2811736546811603,4.120835474893158
217,2.007166534378415,4.099502023528604
218,2.39323489126705,4.446913345187318
219,2.8826926975023177,3.6689172445559035
220,2.1109579344590506,3.896626921261058
221,2.212533763192949,4.910811157787547
222,2.7632116190024782,3.6104703814375636
223,2.7561572074890135,4.478356190756256
224,2.6640616646834783,3.1847339845171163
225,2.129578424351556,3.934245800270754
226,2.0594889586880094,5.31943987865074
227,2.227563826243083,3.8979074557622275
228,1.9659464799222492,3.4902104431507635
229,1.9649400992052897,3.4124106846603692
230,1.8558546934809004,4.680908388951245
231,1.977029967591876,4.729394482631309
232,2.7186169113431657,3.688422504593344
233,3.0615968638942355,3.581930779943279
234,1.956448427268437,4.014542857805888
235,2.0908554894583564,3.5894234005142662
236,2.8739407397451853,3.683629740686978
237,2.0567881842454274,3.274421627030653
238,2.144528354633422,4.329661867197822
239,2.2635259489218393,4.91040268832562
240,2.050543778567087,4.627567690961501
241,2.4216362042086463,3.434857258609697
242,2.4842118663447246,3.9660161943996655
243,2.459355084101359,4.376821426784291
244,2.0386410520190283,3.9553208865371405
245,2.018615151303155,5.00591711437001
246,2.0236961489632015,3.3969417307891097
247,2.539415444362731,3.4254089079651178
248,1.90836107645716,3.6475910345713296
249,1.8745158595698221,3.236924823592691
250,2.0070011014030094,4.250723541951647
251,2.7219284795579455,3.7790053077772554
252,2.8198386490345,3.95206327531852
253,2.2375450528803325,4.027749760478151
254,1.8757750113805136,3.6841617027918496
255,1.9077161214181355,4.060673391117769
256,1.9355208953221639,4.389272703843958
257,1.843904846906662,4.49711214093601
258,1.9021871410665059,5.917967398961385
259,4.023735527765183,3.526582818113121
260,2.293881875844229,3.852145410051533
261,1.9350773303281694,3.4200663987328026
262,1.6692277763571057,3.1243387355523953
263,2.2570495310283842,3.354184164720423
264,1.7256649410440807,3.840959760488248
265,1.7820540764502117,3.3673223397311043
266,1.8548222556000664,5.0492560606376795
267,1.9256059955982936,3.8886112979814116
268,2.265871704050473,4.695675595133912
269,2.085263288588751,4.136757410040088
270,1.7981367843491691,3.5143961707750955
271,2.3378595261346726,3.5913009888985576
272,2.1342926590215594,4.833699553620582
273,1.9592535583745865,4.572857148507062
274,2.5193053852944147,3.380623704078151
275,1.823484001840864,5.835820541662328
276,3.1184322135789055,3.4411507132006625
277,1.4764641023817517,3.5037183329170825
278,1.573481870265234,4.114857629233716
279,2.1836971115498316,4.105551185561161
280,1.9240260107176645,4.4691127445183545
281,1.915727705047244,4.193692459779627
282,1.7270714510054814,3.654019714570513
283,2.3619610028607503,3.89980001893698
284,1.7270598667008537,3.9426516563284633
285,1.6274898781662896,3.320451167284274
286,2.473422718757675,4.340315929814881
287,1.9066352554730006,3.25658754975188
288,2.379460509618123,3.9947296982886744
289,1.8995322380747115,3.721401648194182
290,1.755334753933407,3.82864486469942
291,1.892606182325454,5.423776030540466
292,3.1223718382063366,3.3336052730971693
293,1.5356918645756585,4.315838332269706
294,2.8403559670561838,4.255527415696313
295,1.935686154592605,5.105080878033357
296,1.537679719073432,3.0188192842053434
297,1.4205364719742821,3.2529805232496822
298,1.7339821071851822,3.363599608926212
299,1.7453627760921206,3.7372386841213
300,2.0639010156903947,3.7394405416413847
